30,7499999999999
0,720000000000215
1,82000000000019
2,8300000000002
3,11000000000016
3,45000000000024
3,66000000000031
3,73000000000011
3,73000000000025
4,37
4,61000000000015
4,76000000000006
4,82000000000009
4,97000000000009
5,24000000000006
5,24000000000008
5,40999999999993
5,28999999999996
5,67000000000005
6,02000000000022
6,25999999999984
6,23000000000016
6,47000000000005
6,66999999999992
7,39000000000014
8,4699999999999
9,27000000000022
9,13000000000014
8,17000000000015
6,96000000000015
4,7500000000001
2,86000000000007
-0,220000000000563
-2,3699999999998
-4,38999999999986
-6,2499999999998
-8,09999999999991
-9,35999999999989
-10,4999999999998
-11,1199999999998
-11,3100000000002
-11,5299999999998
-11,6099999999999
-11,5499999999998
-11,4099999999998
-11,05
-10,6
-10,3799999999998
-10,1499999999998
-9,90999999999993
-9,86999999999993

